id,amenity,transit
881f8a129dfffff,157,157
881f8a1291fffff,114,114
881f8a1299fffff,138,138
881f8a129bfffff,119,119
881f8a174dfffff,172,172
881f8a1741fffff,149,149
881f8a1743fffff,98,98
881f8a174bfffff,118,118
881f8a1755fffff,144,144
881f8a175dfffff,155,155
881f8a1751fffff,175,175
881f8a1753fffff,121,121
881f8a1625fffff,119,119
881f8a1627fffff,160,160
881f8a1621fffff,151,151
881f8a1623fffff,150,150
881f8a1635fffff,161,161
881f8a1637fffff,180,180
881f8a1459fffff,157,157
881f8a16e5fffff,197,197
881f8a12c5fffff,130,130
881f8a12c1fffff,142,142
881f8a12cdfffff,159,159
881f8a12c3fffff,107,107
881f8a12ddfffff,138,138
881f8a12d5fffff,185,185
881f8a12d1fffff,176,176
881f8a12d7fffff,184,184
881f8a12d3fffff,156,156
881f8a8da5fffff,110,110
881f8a8da7fffff,135,135
881f8a1749fffff,113,113
881f8a8da3fffff,125,125
881f8a8db5fffff,118,118
881f8a8db7fffff,161,161
881f8a1759fffff,200,200
881f8a175bfffff,160,160
881f8a162dfffff,151,151
881f8a1667fffff,179,179
881f8a1629fffff,163,163
881f8a162bfffff,143,143
881f8a163dfffff,139,139
881f8a1631fffff,114,114
881f8a1639fffff,136,136
881f8a1633fffff,160,160
881f8a163bfffff,144,144
881f8a16edfffff,188,188
881f8a16e1fffff,112,112
881f8a8d25fffff,137,137
881f8a8d27fffff,169,169
881f8a12c9fffff,162,162
881f8a12cbfffff,140,140
881f8a8d35fffff,154,154
881f8a8d37fffff,128,128
881f8a12d9fffff,154,154
881f8a12dbfffff,129,129
881f8a8dadfffff,168,168
881f8a8de7fffff,146,146
881f8a8da1fffff,126,126
881f8a8da9fffff,124,124
881f8a8dabfffff,124,124
881f8a8dbdfffff,135,135
881f8a8db1fffff,145,145
881f8a8db3fffff,171,171
881f8a8dbbfffff,139,139
881f8a166dfffff,124,124
881f8a1665fffff,112,112
881f8a1661fffff,154,154
881f8a1663fffff,174,174
881f8a1605fffff,154,154
881f8a1607fffff,168,168
881f8a1601fffff,150,150
881f8a1603fffff,151,151
881f8a1615fffff,133,133
881f8a1617fffff,175,175
881f8a16e9fffff,148,148
881f8a16c5fffff,157,157
881f8a16ebfffff,145,145
881f8a1259fffff,155,155
881f8a125bfffff,155,156
881f8a1253fffff,153,153
881f8a8d2dfffff,101,101
881f8a8d29fffff,139,139
881f8a8d21fffff,121,121
881f8a8d23fffff,187,187
881f8a8d2bfffff,154,154
881f8a8d3dfffff,171,171
881f8a8d31fffff,131,131
881f8a8d33fffff,110,110
881f8a8de5fffff,129,129
881f8a8dedfffff,144,144
881f8a8de1fffff,165,165
881f8a8de3fffff,130,130
881f8a8d85fffff,118,118
881f8a8d87fffff,179,179
881f8a8db9fffff,150,150
881f8a8d83fffff,131,131
881f8a8d95fffff,135,135
881f8a8d97fffff,137,137
881f8a1669fffff,140,140
881f8a166bfffff,189,189
881f8a1645fffff,167,167
881f8a1647fffff,162,162
881f8a160dfffff,156,156
881f8a1609fffff,133,133
881f8a160bfffff,162,162
881f8a161dfffff,126,126
881f8a1619fffff,162,162
881f8a1611fffff,182,182
881f8a1613fffff,184,184
881f8a161bfffff,127,127
881f8a16cdfffff,170,170
881f8a88b3fffff,152,152
881f8a8d65fffff,154,154
881f8a8d67fffff,155,155
881f8a8d61fffff,142,142
881f8a8d63fffff,129,129
881f8a8d05fffff,130,130
881f8a8d07fffff,182,182
881f8a8d39fffff,105,105
881f8a8d3bfffff,111,111
881f8a8d15fffff,157,157
881f8a8d17fffff,135,135
881f8a8de9fffff,191,191
881f8a8debfffff,139,139
881f8a8d8dfffff,164,164
881f8a8dc7fffff,150,150
881f8a8d89fffff,173,173
881f8a8d81fffff,139,139
881f8a8d8bfffff,131,131
881f8a8d9dfffff,157,157
881f8a8d91fffff,155,155
881f8a8d93fffff,120,120
881f8a8d9bfffff,145,145
881f8a164dfffff,149,149
881f8a1641fffff,156,158
881f8a1643fffff,116,116
881f8a1655fffff,127,127
881f8a1651fffff,159,159
881f8a1657fffff,172,172
881f8a1653fffff,144,144
881f8ab925fffff,135,135
881f8ab927fffff,103,103
881f8a8d6dfffff,165,165
881f8a8d69fffff,141,141
881f8a8d6bfffff,107,107
881f8a8d0dfffff,111,111
881f8a8d01fffff,129,129
881f8a8d09fffff,123,123
881f8a8d0bfffff,123,123
881f8a8d03fffff,129,129
881f8a8d1dfffff,136,136
881f8a8d11fffff,160,160
881f8a8d13fffff,188,188
881f8a8dcdfffff,166,166
881f8a8dc5fffff,173,173
881f8a8dc1fffff,173,173
881f8a8dc3fffff,169,169
881f8a8dd5fffff,173,173
881f8a8dd7fffff,175,175
881f8a8d99fffff,147,147
881f8a8dd3fffff,126,126
881f8a8ca5fffff,135,135
881f8a8ca7fffff,151,151
881f8a1649fffff,121,126
881f8a8cb5fffff,152,152
881f8a164bfffff,111,111
881f8a8cb7fffff,152,152
881f8a165dfffff,132,132
881f8a1659fffff,172,172
881f8a165bfffff,121,121
881f8ab92dfffff,168,168
881f8ab921fffff,159,159
881f8ab929fffff,177,177
881f8ab923fffff,145,145
881f8ab92bfffff,143,143
881f8ab93dfffff,145,145
881f8a8891fffff,153,153
881f8a8893fffff,118,118
881f8a8897fffff,167,167
881f8a8d45fffff,122,122
881f8a8d41fffff,138,138
881f8a8d47fffff,135,135
881f8a8d43fffff,141,141
881f8a8d55fffff,141,141
881f8a8d57fffff,120,120
881f8a8d53fffff,151,151
881f8a8d19fffff,135,135
881f8a8d1bfffff,161,161
881f8a8c25fffff,126,126
881f8a8c27fffff,165,165
881f8a8dc9fffff,168,168
881f8a8dcbfffff,142,142
881f8a8dddfffff,131,131
881f8a8c37fffff,157,157
881f8a8dd1fffff,99,99
881f8a8ddbfffff,99,99
881f8a8dd9fffff,130,130
881f8a8cadfffff,173,173
881f8a8ca1fffff,133,133
881f8a8ca3fffff,165,165
881f8a8cabfffff,168,168
881f8a8cbdfffff,131,131
881f8a8cb1fffff,146,146
881f8a8cb3fffff,147,147
881f8ab965fffff,143,143
881f8ab967fffff,123,123
881f8ab963fffff,178,178
881f8ab961fffff,137,137
881f8ab905fffff,122,122
881f8ab907fffff,172,172
881f8ab939fffff,117,117
881f8ab903fffff,118,118
881f8ab93bfffff,138,138
881f8ab915fffff,139,139
881f8a8899fffff,183,183
881f8a889bfffff,165,165
881f8a8f25fffff,149,149
881f8a8d4dfffff,156,156
881f8a8f27fffff,139,139
881f8a8d49fffff,127,127
881f8a8d4bfffff,159,159
881f8a8d5dfffff,180,180
881f8a8d51fffff,146,146
881f8a8d59fffff,145,145
881f8a8d5bfffff,158,158
881f8a8c2dfffff,123,123
881f8a8c21fffff,177,177
881f8a8c23fffff,157,157
881f8a8c35fffff,155,155
881f8a8c3dfffff,118,118
881f8a8c31fffff,136,136
881f8a8c33fffff,145,145
881f8a8ce5fffff,117,117
881f8a8ce7fffff,170,170
881f8a8ce3fffff,158,158
881f8a8c85fffff,169,169
881f8a8ca9fffff,188,188
881f8a8c87fffff,122,122
881f8a8cb9fffff,112,112
881f8a8cbbfffff,133,133
881f8a8c95fffff,129,129
881f8ab96dfffff,153,153
881f8a8c97fffff,150,150
881f8ab969fffff,142,142
881f8ab96bfffff,167,167
881f8ab90dfffff,135,135
881f8ab901fffff,166,166
881f8ab909fffff,139,139
881f8ab90bfffff,155,155
881f8ab91dfffff,153,153
881f8a8f2dfffff,147,147
881f8a8f21fffff,117,117
881f8a8f23fffff,123,123
881f8a8f35fffff,120,120
881f8a8f37fffff,170,170
881f8a8f31fffff,125,125
881f8a8f33fffff,174,174
881f8a8c65fffff,146,146
881f8a8c67fffff,164,164
881f8a8c29fffff,190,190
881f8a8c63fffff,129,129
881f8a8c05fffff,162,162
881f8a8c2bfffff,154,154
881f8a8c07fffff,131,131
881f8a8c39fffff,102,102
881f8a8c3bfffff,121,121
881f8a8cedfffff,186,186
881f8a8c17fffff,121,121
881f8a8ce1fffff,141,141
881f8a8ce9fffff,159,159
881f8a8cebfffff,134,134
881f8a8c8dfffff,143,143
881f8a8c81fffff,162,162
881f8a8c83fffff,130,130
881f8a8c8bfffff,151,142
881f8a8c9dfffff,113,113
881f8a8c91fffff,151,151
881f8a8c93fffff,177,177
881f8ab945fffff,106,106
881f8ab947fffff,124,124
881f8ab941fffff,126,126
881f8ab943fffff,133,133
881f8ab955fffff,159,159
881f8ab957fffff,173,173
881f8a8f67fffff,135,135
881f8a8f29fffff,134,134
881f8a8f2bfffff,109,109
881f8a8f05fffff,140,140
881f8a8f07fffff,156,156
881f8a8f3dfffff,177,177
881f8a8f39fffff,126,126
881f8a8f3bfffff,133,133
881f8a8c6dfffff,179,179
881f8a8c61fffff,180,180
881f8a8c69fffff,171,171
881f8a8c6bfffff,135,135
881f8a8c0dfffff,144,144
881f8a8c01fffff,176,176
881f8a8c03fffff,126,126
881f8a8c1dfffff,137,137
881f8a8c15fffff,176,176
881f8a8c11fffff,137,137
881f8a8c13fffff,136,136
881f8a8cc5fffff,156,156
881f8a8cc7fffff,109,109
881f8a8cc1fffff,138,138
881f8a8cc3fffff,162,162
881f8a8c89fffff,139,139
881f8a8cd5fffff,169,163
881f8a8cd7fffff,133,124
881f8a8c99fffff,145,145
881f8abb25fffff,151,151
881f8a8c9bfffff,141,141
881f8abb27fffff,137,137
881f8ab94dfffff,154,154
881f8ab949fffff,131,131
881f8ab94bfffff,171,171
881f8ab95dfffff,146,146
881f8ab951fffff,147,147
881f8a8abbfffff,146,146
881f8a8f6dfffff,119,119
881f8a8f61fffff,153,153
881f8a8f63fffff,160,160
881f8a8f6bfffff,118,118
881f8a8f0dfffff,168,168
881f8a8f01fffff,151,151
881f8a8f03fffff,144,144
881f8a8f15fffff,105,105
881f8a8f1dfffff,144,144
881f8a8f11fffff,118,118
881f8a8f17fffff,121,121
881f8a8f13fffff,148,148
881f8a8c45fffff,117,117
881f8a8c47fffff,135,135
881f8a8c09fffff,172,172
881f8a8c43fffff,185,185
881f8a8c55fffff,146,146
881f8a8c0bfffff,106,106
881f8a8c57fffff,136,136
881f8a8c19fffff,156,156
881f8a8c1bfffff,151,151
881f8a8ccdfffff,176,176
881f8a8ea7fffff,152,152
881f8a8cc9fffff,165,165
881f8a8ccbfffff,181,181
881f8a8cddfffff,178,178
881f8a8cd1fffff,181,181
881f8a8cd3fffff,161,161
881f8a8cdbfffff,124,124
881f8abb2dfffff,145,145
881f8abb21fffff,159,159
881f8abb23fffff,135,135
881f8abb35fffff,171,171
881f8abb3dfffff,129,129
881f8abb31fffff,150,150
881f8abb37fffff,157,157
881f8a8a97fffff,186,186
881f8a8a95fffff,140,140
881f8a8a91fffff,154,154
881f8a8f69fffff,152,152
881f8a8a93fffff,158,158
881f8a8f45fffff,129,129
881f8a8f47fffff,171,171
881f8a8f09fffff,157,157
881f8a8f55fffff,124,124
881f8a8f0bfffff,149,149
881f8a8f57fffff,192,192
881f8a8f19fffff,137,137
881f8a8f1bfffff,150,150
881f8a8c4dfffff,127,127
881f8a8c41fffff,135,135
881f8a8c49fffff,135,135
881f8a8c4bfffff,179,179
881f8a8c5dfffff,161,161
881f8a8c51fffff,189,189
881f8a8c53fffff,153,153
881f8a8eadfffff,173,173
881f8a8ea5fffff,149,149
881f8a8ea1fffff,149,149
881f8a8ea3fffff,166,166
881f8a8eb5fffff,172,172
881f8a8eb7fffff,136,136
881f8a8eb1fffff,158,158
881f8a8eb3fffff,118,118
881f8a8cd9fffff,136,136
881f8abb65fffff,124,124
881f8abb67fffff,156,156
881f8abb29fffff,180,180
881f8abb2bfffff,156,156
881f8abb05fffff,175,175
881f8abb07fffff,128,128
881f8abb39fffff,145,145
881f8a8a99fffff,113,113
881f8a8a9dfffff,185,185
881f8a8a9bfffff,151,151
881f8a8f4dfffff,180,180
881f8a8f41fffff,181,181
881f8a8f43fffff,186,186
881f8a8f4bfffff,185,185
881f8a8f5dfffff,145,145
881f8a8f51fffff,143,143
881f8a8f53fffff,193,193
881f8a8e25fffff,176,176
881f8a8e2dfffff,182,182
881f8a8e21fffff,132,132
881f8a8e27fffff,165,165
881f8a8e23fffff,122,122
881f8a8e35fffff,165,165
881f8a8e37fffff,166,166
881f8a8e33fffff,176,176
881f8a8c59fffff,173,173
881f8a8ee5fffff,183,183
881f8a8c5bfffff,163,163
881f8a8ee7fffff,172,172
881f8a8ea9fffff,145,145
881f8a8eabfffff,183,183
881f8a8ebdfffff,191,191
881f8a8e87fffff,125,125
881f8a8eb9fffff,133,133
881f8a8ebbfffff,136,136
881f8abb6dfffff,142,142
881f8abb61fffff,159,159
881f8abb63fffff,174,174
881f8abb6bfffff,147,147
881f8abb0dfffff,169,169
881f8abb01fffff,144,144
881f8a8ad3fffff,138,138
881f8a81a5fffff,155,155
881f8a81a1fffff,122,122
881f8a81a7fffff,117,117
881f8a8f49fffff,108,108
881f8a81a3fffff,115,115
881f8a81b5fffff,172,172
881f8a81b7fffff,173,173
881f8a8f59fffff,113,113
881f8a8f5bfffff,153,153
881f8a8e65fffff,114,114
881f8a8e67fffff,173,173
881f8a8e29fffff,138,138
881f8a8e2bfffff,108,108
881f8a8e3dfffff,134,134
881f8a8e31fffff,144,144
881f8a8e39fffff,138,138
881f8a8e3bfffff,181,181
881f8a8eedfffff,174,174
881f8a8ee1fffff,168,168
881f8a8ee3fffff,135,135
881f8a8eebfffff,132,132
881f8a8e85fffff,102,102
881f8a8e8dfffff,149,149
881f8a8e81fffff,109,109
881f8a8e83fffff,102,102
881f8a8e95fffff,164,164
881f8a8e91fffff,137,141
881f8a8e97fffff,177,188
881f8abb69fffff,155,155
881f8a8e93fffff,170,170
881f8abb45fffff,127,127
881f8abb47fffff,151,151
881f8abb09fffff,127,127
881f8a8adbfffff,155,155
881f8a8ad1fffff,125,125
881f8a8ad9fffff,116,116
881f8a81adfffff,146,146
881f8a81e7fffff,164,164
881f8a81a9fffff,141,141
881f8a81abfffff,131,131
